,Crush,White,Raw,Other,Total sugar,Sugar/Crush,Raw/Sugar
4/15/2017,8258.41,1186.2,78.29,0,1264.49,153.1154302,0.06191429
4/16/2017,8850.95,1750.15,-603.28,0,1146.87,129.5759212,-0.526023002
4/17/2017,10478.73,2160.925,-1675.16,0,485.765,46.35723986,-3.44849876
4/18/2017,14840.86,2065.2,-317.48,0,1747.72,117.7640649,-0.181653812
4/19/2017,15259.91,1853.6,-927.73,0,925.87,60.67335915,-1.002008921
4/20/2017,12916.76,2023.9,-1088.75,0,935.15,72.39818654,-1.164251724
4/21/2017,12254.94,1684.55,-590.665,0,1093.885,89.26073893,-0.539969924
4/22/2017,13600.31,1670.65,-714.14,0,956.51,70.33001454,-0.746610072
4/23/2017,13109.46,1285.4,483.79,0,1769.19,134.9552155,0.273452823
4/24/2017,14876.21,1233.9,125.525,0,1359.425,91.3824825,0.092336834
4/25/2017,17998.18,1245.8,10.92,0,1256.72,69.82483784,0.008689286
4/26/2017,10445.31,1646.4,-855.03,0,791.37,75.76318941,-1.080442776
4/27/2017,8770.82,1543.8,-1232.39,0,311.41,35.50523212,-3.957451591
4/28/2017,7221.5,1354,-222.285,0,1131.715,156.7146715,-0.196414292
4/29/2017,3962.13,597,134.79,0,731.79,184.6961104,0.184192186
4/30/2017,2763.41,544.45,-153.49,0,390.96,141.4773776,-0.392597708
5/1/2017,0,0,0,0,0,,
5/2/2017,3760.16,1010.5,2278.93,0,3289.43,874.8111782,0.69280392
5/3/2017,716.87,873.45,591.27,0,527.035,735.1890859,1.121879951
5/4/2017,0,32133.86,-19098.245,0,3501.5004,,-5.454303247
5/5/2017,0,0,0,0,0,,
5/6/2017,0,0,0,0,0,,
5/7/2017,0,0,0,0,0,,
5/8/2017,0,0,0,0,0,,
5/9/2017,0,0,0,0,0,,
5/10/2017,0,0,0,0,0,,
5/11/2017,0,0,0,0,0,,
5/12/2017,0,0,0,0,0,,
5/13/2017,0,0,0,0,0,,
5/14/2017,0,0,0,0,0,,
5/15/2017,0,0,0,0,0,,
5/16/2017,0,0,0,0,0,,
5/17/2017,0,0,0,0,0,,
5/18/2017,0,0,0,0,0,,
5/19/2017,0,0,0,0,0,,
5/20/2017,0,0,0,0,0,,
5/21/2017,0,0,0,0,0,,
5/22/2017,0,0,0,0,0,,
5/23/2017,0,0,0,0,0,,
5/24/2017,0,0,0,0,0,,
5/25/2017,0,0,0,0,0,,
5/26/2017,0,0,0,0,0,,
5/27/2017,0,0,0,0,0,,
5/28/2017,0,0,0,0,0,,
5/29/2017,0,0,0,0,0,,
5/30/2017,0,0,0,0,0,,
5/31/2017,0,0,0,0,0,,
6/1/2017,0,0,0,0,0,,
6/2/2017,0,0,0,0,0,,
6/3/2017,0,0,0,0,0,,
6/4/2017,0,0,0,0,0,,
6/5/2017,0,0,0,0,0,,
6/6/2017,0,0,0,0,0,,
6/7/2017,0,0,0,0,0,,
6/8/2017,0,0,0,0,0,,
6/9/2017,0,0,0,0,0,,
6/10/2017,0,0,0,0,0,,
6/11/2017,0,0,0,0,0,,
6/12/2017,0,0,0,0,0,,
6/13/2017,0,0,0,0,0,,
6/14/2017,0,0,0,0,0,,
6/15/2017,0,0,0,0,0,,
6/16/2017,0,0,0,0,0,,
6/17/2017,0,0,0,0,0,,
6/18/2017,0,0,0,0,0,,
6/19/2017,0,0,0,0,0,,
6/20/2017,0,0,0,0,0,,
6/21/2017,0,0,0,0,0,,
6/22/2017,0,0,0,0,0,,
6/23/2017,0,0,0,0,0,,
6/24/2017,0,0,0,0,0,,
6/25/2017,0,0,0,0,0,,
6/26/2017,0,0,0,0,0,,
6/27/2017,0,0,0,0,0,,
6/28/2017,0,0,0,0,0,,
6/29/2017,0,0,0,0,0,,
6/30/2017,0,0,0,0,0,,
7/1/2017,0,0,0,0,0,,
7/2/2017,0,0,0,0,0,,
7/3/2017,0,0,0,0,0,,
7/4/2017,0,0,0,0,0,,
7/5/2017,0,0,0,0,0,,
7/6/2017,0,0,0,0,0,,
7/7/2017,0,0,0,0,0,,
7/8/2017,0,0,0,0,0,,
7/9/2017,0,0,0,0,0,,
7/10/2017,0,0,0,0,0,,
7/11/2017,0,0,0,0,0,,
7/12/2017,0,0,0,0,0,,
7/13/2017,0,0,0,0,0,,
7/14/2017,0,0,0,0,0,,
7/15/2017,0,0,0,0,0,,
7/16/2017,0,0,0,0,0,,
7/17/2017,0,0,0,0,0,,
7/18/2017,0,0,0,0,0,,
7/19/2017,0,0,0,0,0,,
7/20/2017,0,0,0,0,0,,
7/21/2017,0,0,0,0,0,,
7/22/2017,0,0,0,0,0,,
7/23/2017,0,0,0,0,0,,
7/24/2017,0,0,0,0,0,,
7/25/2017,0,0,0,0,0,,
7/26/2017,0,0,0,0,0,,
7/27/2017,0,0,0,0,0,,
7/28/2017,0,0,0,0,0,,
7/29/2017,0,0,0,0,0,,
7/30/2017,0,0,0,0,0,,
7/31/2017,0,0,0,0,0,,
8/1/2017,0,0,0,0,0,,
11/1/2017,0,0,0,0,0,,
11/2/2017,0,0,0,0,0,,
11/3/2017,0,0,0,0,0,,
11/4/2017,0,0,0,0,0,,
11/5/2017,0,0,0,0,0,,
11/6/2017,0,0,0,0,0,,
11/7/2017,0,0,0,0,0,,
11/8/2017,0,0,0,0,0,,
11/9/2017,0,0,0,0,0,,
11/10/2017,0,0,0,0,0,,
11/11/2017,0,0,0,0,0,,
11/12/2017,0,0,0,0,0,,
11/13/2017,0,0,0,0,0,,
11/14/2017,0,0,0,0,0,,
11/15/2017,0,0,0,0,0,,
11/16/2017,0,0,0,0,0,,
11/17/2017,0,0,0,0,0,,
11/18/2017,0,0,0,0,0,,
11/19/2017,0,0,0,0,0,,
11/20/2017,0,0,0,0,0,,
11/21/2017,0,0,0,0,0,,
11/22/2017,0,0,0,0,0,,
11/23/2017,0,0,0,0,0,,
11/24/2017,0,0,0,0,0,,
11/25/2017,0,0,0,0,0,,
11/26/2017,0,0,0,0,0,,
11/27/2017,0,0,0,0,0,,
11/28/2017,0,0,0,0,0,,
11/29/2017,0,0,0,0,0,,
11/30/2017,0,0,0,0,0,,
12/1/2017,31145.76,0,74.98,0,74.98,2.407390284,1
12/2/2017,96793.86,0,2722.33,0,2722.33,28.12502777,1
12/3/2017,104287.43,0,6868.66,0,6868.66,65.86277944,1
12/4/2017,146906.32,0,9897.55,0,9897.55,67.37320763,1
12/5/2017,224538.01,0,13061.165,0,13061.165,58.16906011,1
12/6/2017,293902.32,0,16801.065,0,16801.065,57.16547253,1
12/7/2017,362505.355,103.5,19805.186,0,19908.686,54.91970181,0.994801264
12/8/2017,437173.925,654.4,26099.28,221.85,26975.53,61.70434341,0.967516857
12/9/2017,536708.34,3103.7,31612.518,378,35094.218,65.38787528,0.900789925
12/10/2017,583008.665,4351.3,42924.517,418.5,47694.317,81.80721808,0.899992278
12/11/2017,625992.013,5612.7,48278.556,372.65,54263.906,86.6846619,0.889699241
12/12/2017,658243.845,7146.155,51493.063,859.1483,59498.3663,90.38955207,0.865453393
12/13/2017,697922.87,7377.075,50535.138,1244.2001,59156.4131,84.76067434,0.854263052
12/14/2017,765534.76,7289.175,60386.198,954.166,68629.539,89.649148,0.8798864
12/15/2017,801300.215,10076.825,60720.961,994.1945,71791.9805,89.59436071,0.845790304
12/16/2017,868715.555,10597.425,64749.301,1150.4444,76497.1704,88.05778826,0.846427399
12/17/2017,921227.325,9904.535,67633.631,1142.4812,78680.6472,85.40850349,0.85959678
12/18/2017,973530.965,11584.67,76013.431,845.2504,88443.3514,90.84801057,0.859458962
12/19/2017,1031302.38,12602.78,79732.625,888.4623,93223.8673,90.39431025,0.855281242
12/20/2017,1057175.6,12893.475,85846.185,559.4238,99299.0838,93.92865651,0.864521421
12/21/2017,1098181.255,16516.607,89110.102,545.7794,106172.4884,96.68029564,0.839295597
12/22/2017,1127622.37,18543.565,87382.471,780.1599,106706.1959,94.62937127,0.81890719
12/23/2017,1139642.335,21527.59,93107.26,1400.2851,116035.1351,101.8171505,0.802405753
12/24/2017,1111221.535,20740.08,92163.251,1051.2736,113954.6046,102.5489527,0.808771627
12/25/2017,1153581.035,21420.4,93251.336,1303.3733,115975.1093,100.5348613,0.804063359
12/26/2017,1169332.72,24194.09,93808.834,1234.9011,119237.8251,101.9708275,0.786737211
12/27/2017,962358.005,24195.24,87587.102,1523.6566,113305.9986,117.7378876,0.773013813
12/28/2017,513022.6,22672.23,55639.895,1049.2829,79361.4079,154.6937852,0.70109511
12/29/2017,370813.19,22376.93,35519.887,1165.7613,59062.5783,159.2785259,0.601394115
12/30/2017,187105.285,21089.72,19126.516,703.7054,40919.9414,218.7000832,0.467413084
12/31/2017,37629.17,15363.975,548.089,298.6477,16210.7117,430.8017344,0.033810298
1/1/2018,9573.52,10308.385,-6732.796,180.0018,3755.5908,392.28944,-1.792739507
1/2/2018,90693.205,13033.092,-9133.817,118.9397,4018.2147,44.30557615,-2.273103276
1/3/2018,519381.76,15815.139,1223.025,834.7483,17872.9123,34.41189829,0.068428971
1/4/2018,1054183.135,21262.985,41518.846,1270.9469,64052.7779,60.76057923,0.64819743
1/5/2018,1149587.07,24492.252,72179.624,2540.1275,99212.0035,86.30229592,0.727529144
1/6/2018,1191229.69,28162.4,82567.387,3698.8603,114428.6473,96.05926402,0.721562204
1/7/2018,1196402.985,28578.9,88789.181,3850.0139,121218.0949,101.3187834,0.732474645
1/8/2018,1185998.945,28982.474,88802.865,3497.0805,121282.4195,102.2618275,0.732198989
1/9/2018,1195474.275,28762.486,92374.592,1491.0694,122628.1474,102.5769855,0.753290284
1/10/2018,1181584.355,30394.142,90860.648,1448.482,122703.272,103.8463919,0.740490832
1/11/2018,1104604.98,31213.129,89367.22,1662.0874,122242.4364,110.6662007,0.731065435
1/12/2018,1112220.015,31915.687,84459.524,1378.0301,117753.2411,105.8722551,0.717258593
1/13/2018,1167019.55,31649.551,90672.32,1527.3804,123849.2514,106.1244016,0.732118434
1/14/2018,1179826.885,31268.793,94946.819,1531.3903,127747.0023,108.2760564,0.743241073
1/15/2018,1184068.475,29161.712,94916.57,1454.9437,125533.2257,106.0185524,0.756107154
1/16/2018,1191860.045,29708.165,96515.708,1492.3438,127716.2168,107.1570587,0.755704408
1/17/2018,1218022.445,30616.805,100372.655,1335.8398,132325.2998,108.6394593,0.758529587
1/18/2018,1194290.63,31676.975,97709.608,1453.8198,130840.4028,109.5549103,0.746784677
1/19/2018,1188400.7,32259.975,96558.492,1453.9113,130272.3783,109.6199104,0.741204646
1/20/2018,1169898.505,31820.215,97677.519,1946.8947,131444.6287,112.3555831,0.743107725
1/21/2018,1171556.34,31401.7,94428.31,2316.0637,128146.0737,109.3810595,0.736880244
1/22/2018,1192663.735,33373.935,96143.607,2214.9743,131732.5163,110.4523534,0.7298396
1/23/2018,1151337.31,32029.275,95658.681,1752.4161,129440.3721,112.4261074,0.739017352
1/24/2018,1160267.085,32691.707,97205.417,1798.2864,131695.4104,113.5043923,0.738107856
1/25/2018,1182313.49,32733.03,95251.382,2114.7029,130099.1149,110.0377489,0.732144735
1/26/2018,1156674.405,32662.855,94960.44,2004.9506,129628.2456,112.0697796,0.732559787
1/27/2018,1119106.135,31902.945,94893.306,2140.2002,128936.4512,115.2137828,0.735969581
1/28/2018,1110288.84,33188.395,86174.924,1733.9472,121097.2662,109.0682549,0.711617419
1/29/2018,1117707.09,32136.6,88402.702,2177.75359,122717.0556,109.7935735,0.720378285
1/30/2018,1108299.335,32574.66,90786.561,2337.45727,125698.6783,113.4158203,0.722255494
1/31/2018,1084542.17,30884.525,84765.353,1911.37684,117561.2548,108.3971265,0.721031373
2/1/2018,1072592.4,29811.77,88555.33,1836.45278,120203.5528,112.0682496,0.73671142
2/2/2018,1053385.395,30690.73,86125.848,1803.9642,118620.5422,112.608873,0.72606183
2/3/2018,1110653.495,29347.505,90741.579,1741.5795,121830.6635,109.6927746,0.744817244
2/4/2018,1142805.79,29545.44,96527.088,2217.586,128290.114,112.258894,0.75241252
2/5/2018,1174070.945,30454.295,97123.756,2142.9604,129721.0114,110.4882222,0.748712602
2/6/2018,1141564.57,30573.85,96822.866,2571.1915,129967.9075,113.8506843,0.744975186
2/7/2018,1147801.835,32802.515,97048.311,2484.7247,132335.5507,115.2947719,0.733350264
2/8/2018,1153144.73,32784.705,96184.68,2732.44212,131701.8271,114.2110125,0.730321531
2/9/2018,1175904.245,34042.871,98706.247,2504.77368,135253.8917,115.0211782,0.729784894
2/10/2018,1185909.66,35570.545,100255.788,2368.308,138194.641,116.5304961,0.725467987
2/11/2018,1179448.595,35500.65,101254.108,1935.3739,138690.1319,117.5889585,0.730074351
2/12/2018,1197820.91,35077.455,101792.024,2160.5511,139030.0301,116.0691293,0.732158541
2/13/2018,1159930.715,34805.74,100465.05,1784.4569,137055.2469,118.1581323,0.733025931
2/14/2018,1110206.165,31901.185,99599.405,2147.2882,133647.8782,120.381135,0.745237458
2/15/2018,1049398.985,29977.215,100224.893,2613.69082,132815.7988,126.5636814,0.754615745
2/16/2018,979531.5,31334.083,88709.28,2095.11208,122138.4751,124.6907068,0.726300864
2/17/2018,1077691.445,31519.185,90481.3669,2003.6848,124004.2367,115.0646943,0.729663512
2/18/2018,1183519.595,30885.38,99267.908,1836.9092,131990.1972,111.5234575,0.752085459
2/19/2018,1176677.03,32727.125,104991.452,2028.0618,139746.6388,118.7638028,0.751298585
2/20/2018,1186698.65,32617.725,103513.973,1646.6946,137778.3926,116.1022578,0.751307742
2/21/2018,1149220.115,33650.245,101033.394,1902.537,136586.176,118.8511881,0.73970439
2/22/2018,1105604.93,32715.92,98396.371,1801.22152,132913.5125,120.2179087,0.740303744
2/23/2018,1027426.555,34147.948,88911.49,1717.7792,124777.2172,121.4463619,0.712561892
2/24/2018,939576.87,32836.855,77998.095,2068.19178,112903.1418,120.1638156,0.690840784
2/25/2018,1013136.095,31793.35,77409.858,2371.7007,111574.9087,110.1282535,0.693792708
2/26/2018,1078807.19,32781.69,83668.564,2472.2567,118922.5107,110.2351855,0.703555311
2/27/2018,1031687.835,32512.3,87123.271,1991.7346,121627.3056,117.8915768,0.716313418
2/28/2018,874949.7,29409.225,74361.644,1970.65072,105741.5197,120.8543985,0.703239789
3/1/2018,941279.21,29115.575,72156.17,1905.57908,103177.3241,109.6139413,0.699341359
3/2/2018,1051041.735,30756.14,79792.042,2393.6615,112941.8435,107.4570493,0.706487866
3/3/2018,1055429.42,31194.785,82828.853,1882.3566,115905.9946,109.8188021,0.714620959
3/4/2018,1071610.135,30741.12,87398.642,2410.6074,120550.3694,112.4946148,0.724996883
3/5/2018,1107032.97,30544.515,89094.378,2369.0227,122007.9157,110.2116369,0.730234407
3/6/2018,1120750.3,32217.23,90278.872,2250.8086,124746.9106,111.3066047,0.723696255
3/7/2018,1131412.295,33304.19,91476.448,2400.00712,127180.6451,112.4087529,0.719263909
3/8/2018,1093610.4,33747.845,91691.299,2133.7895,127572.9335,116.6529996,0.718736306
3/9/2018,1097922.665,34571.665,92677.183,1833.45338,129082.3014,117.5695752,0.717969714
3/10/2018,1023455.02,34314.19,85921.186,2104.1477,122339.5237,119.5358089,0.70231748
3/11/2018,1100548.405,33178.22,86542.568,2689.1226,122409.9106,111.226285,0.70698988
3/12/2018,1109963.035,32968.295,94941.961,2664.4551,130574.7111,117.6387924,0.727108337
3/13/2018,1092054.205,32573.135,95946.673,2323.31272,130843.1207,119.8137603,0.73329551
3/14/2018,1115448.785,31606.8,94446.414,2720.11198,128773.326,115.4453057,0.733431503
3/15/2018,1105282.1,33555.735,91449.79,2525.96232,127531.4873,115.3836539,0.717076166
3/16/2018,1107917.425,31568.3,93695.525,2717.7876,127981.6126,115.5154795,0.732101457
3/17/2018,1088344.01,32720.435,92643.729,2434.8961,127799.0601,117.4252432,0.724917139
3/18/2018,1079068.355,34231.83,88273.997,2121.0488,124626.8758,115.4948852,0.708306266
3/19/2018,1095558.94,33612.585,89841.096,2373.77338,125827.4544,114.8522912,0.714002333
3/20/2018,1063743.79,33811.595,88118.185,2585.42072,124515.2007,117.053751,0.707690182
3/21/2018,1072255.76,32764.875,89335.803,2310.6332,124411.3112,116.0276455,0.718068174
3/22/2018,1048081.275,34003.91,83124.416,3110.20918,120238.5352,114.7225297,0.691329247
3/23/2018,1069232.105,31707.225,88457.345,2777.68612,122942.2561,114.9818225,0.719503186
3/24/2018,1063624.77,33366.495,86892.937,1997.06118,122256.4932,114.943255,0.71074292
3/25/2018,1084474.8,33895.07,84780.42,2955.9917,121631.4817,112.1570383,0.697026944
3/26/2018,1091811.71,33785.71,86116.612,2849.5034,122751.8254,112.4294824,0.701550561
3/27/2018,1070925.72,34148.605,88329.985,2325.9033,124804.4933,116.5388887,0.707746834
3/28/2018,1029524.88,31878.12,87577.506,2124.2483,121579.8743,118.0931871,0.720328973
3/29/2018,1015460.92,30156.715,85274.728,1852.74962,117284.1926,115.4984799,0.72707776
3/30/2018,971639.22,30308.385,79662.238,1931.23812,111901.8611,115.1681188,0.711893772
3/31/2018,978341.43,29947.365,80361.296,2006.8315,112315.4925,114.8019383,0.715496092
4/1/2018,1012002.01,28266.515,83893.203,1999.5502,114159.2682,112.8053769,0.734878598
4/2/2018,979710.39,30699.735,79300.359,1931.3567,111931.4507,114.2495291,0.708472538
4/3/2018,943501.88,29949.885,77097.569,1730.63,108778.084,115.2918572,0.70876013
4/4/2018,953467.38,30477.365,75793.919,1804.4551,108075.7391,113.3502219,0.70130373
4/5/2018,913511.67,30903.135,73001.145,1754.82068,105659.1007,115.6625626,0.690912042
4/6/2018,849980.63,29120.75,67874.74,1761.69822,98757.18822,116.187575,0.68728911
4/7/2018,723606,28259.8,59517.202,1670.7621,89447.7641,123.613906,0.665385017
4/8/2018,564801.41,28756.11,44399.687,1700.9994,74856.7964,132.5364899,0.593128335
4/9/2018,594689.26,26555.92,38549.927,2251.0347,67356.8817,113.2639956,0.572323511
4/10/2018,543297.29,26475.96,38083.741,1634.5305,66194.2315,121.8379563,0.57533323
4/11/2018,395501.85,22537.245,31993.2,1111.7822,55642.2272,140.6876534,0.574980579
4/12/2018,182001.9,20962.66,16387.619,1055.8212,38406.1002,211.0203256,0.426693127
4/13/2018,63870.72,17615.515,1842.404,1170.8078,20628.7268,322.9762683,0.089312541
4/14/2018,27386.61,18201.965,-7521.953,1276.3595,11956.3715,436.5772726,-0.629116702
4/15/2018,27636.65,18752.44,-10642.266,1210.089,9320.263,337.2428641,-1.141841813
4/16/2018,33999.51,16591.66,-13727.143,1194.6704,4059.1874,119.3895853,-3.381746554
4/17/2018,104944.35,16653.48,-13856.789,1290.234,4086.925,38.94373542,-3.390517076
4/18/2018,209578.97,17113.36,-6294.686,1182.8886,12001.5626,57.26510919,-0.524488869
4/19/2018,360489.05,14128.7,6493.28,1125.6206,21747.6006,60.32804769,0.298574547
4/20/2018,443220.72,19585.33,14771.029,981.3643,35337.7233,79.72940277,0.417996057
4/21/2018,487540.68,20510.13,22836.407,1354.1238,44700.6608,91.68601233,0.510874036
4/22/2018,481803.09,20018.47,26780.832,1398.2135,48197.5155,100.0357127,0.555647562
4/23/2018,495687.23,19425.805,27736.999,1258.2663,48421.0703,97.6847241,0.572829118
4/24/2018,514830.15,18511.02,32373.758,1403.2437,52288.0217,101.5636355,0.619142912
4/25/2018,513312.93,18517.965,33755.018,1575.5001,53848.4831,104.903812,0.62685179
4/26/2018,476284.88,19626.885,30725.74,1459.7446,51812.3696,108.7844099,0.593019394
4/27/2018,445605.57,19360.495,27249.183,1378.4898,47988.1678,107.6920286,0.567831285
4/28/2018,336600.05,16984.09,21142.414,1017.5647,39144.0687,116.2925219,0.540117946
4/29/2018,136302.37,16696.105,8432.032,1113.6502,28966.3962,212.5157193,0.291097033
4/30/2018,145920.44,13339.98,8432.032,1062.866,20110.269,137.8166691,0.419289866
5/1/2018,165154.96,12305.3,5906.031,837.4854,19048.8164,115.3390513,0.310047138
5/2/2018,166425.02,12097.63,1600.166,1172.8547,14870.6507,89.35345599,0.107605648
5/3/2018,195706.14,11467.71,2050.446,941.5481,14459.7041,73.8847749,0.141804147
5/4/2018,217747.69,10924.71,983.586,776.0528,12684.3488,58.25250683,0.077543279
5/5/2018,177363.05,10593.32,3649.468,752.0025,14994.7905,84.54292199,0.243382393
5/6/2018,192735.68,10709.57,3674.848,758.5726,15142.9906,78.56869366,0.242676503
5/7/2018,208313.99,9652.72,3471.304,136.579,13260.603,63.65680481,0.261775728
5/8/2018,200507.68,9812.89,5498.27,225.7252,15536.8852,77.48773114,0.35388496
5/9/2018,205390.82,10085.66,7458.668,214.6164,17758.9444,86.46415843,0.419995008
5/10/2018,222818.11,9286.51,7589.393,220.777,17096.68,76.72931074,0.443910338
5/11/2018,184672.65,8922.21,10224.035,163.3703,19309.6153,104.5613159,0.529478959
5/12/2018,146468.04,8524.7,9421.812,136.1061,18082.6181,123.4577735,0.52104247
5/13/2018,123923.05,7044,7749.563,78.8358,14872.3988,120.0131759,0.521070145
5/14/2018,139672.44,6253.86,3823.262,1.152,10078.274,72.15649702,0.379356822
5/15/2018,136708.88,5779.88,4650.941,1.152,10431.973,76.30793991,0.445835222
5/16/2018,136452.89,6748.45,3599.034,26.152,10373.636,76.02357121,0.346940456
5/17/2018,116443.45,6909.2,5093.271,20.768,12023.239,103.2538885,0.423618877
5/18/2018,113610.92,3801.81,6102.583,1.152,9905.545,87.18831781,0.61607746
5/19/2018,88364.59,4436.18,4222.236,0,8658.416,97.98513183,0.487645315
5/20/2018,107353.28,4396.13,4622.404,0,9018.534,84.00799677,0.512544944
5/21/2018,90610.61,4612.39,2997.632,0,7610.022,83.98599237,0.393905826
5/22/2018,84705.6,3549.79,3633.63,0,7183.42,84.80454657,0.50583566
5/23/2018,56364.25,3271.23,2794.972,0,6066.202,107.6249928,0.46074496
5/24/2018,53493.17,2874.63,1219.103,0,4093.733,76.52814369,0.297797389
5/25/2018,52987.95,2024.12,1912.624,0,3936.744,74.2950803,0.485839059
5/26/2018,44916.06,2014.4,1008.192,0,3022.592,67.2942373,0.33355213
5/27/2018,35346.29,2412.23,-24.769,0,2387.461,67.54488236,-0.01037462
5/28/2018,41967.32,2376.585,-745.082,0,1631.503,38.87555841,-0.456684419
5/29/2018,21117.64,941.6,823.592,0,1765.192,83.58850705,0.466573608
5/30/2018,28437.5,977.6,1699.533,0,2677.133,94.14094066,0.634833234
5/31/2018,18341.41,1002.55,669.909,0,1672.459,91.18486529,0.400553317
6/1/2018,15115.29,744.44,557.666,0,1302.106,86.14495653,0.428280033
6/2/2018,8381.14,842.76,413.189,0,1255.949,149.8541964,0.328985492
6/3/2018,9046.07,866.22,840.053,0,1706.273,188.6203622,0.492332118
6/4/2018,8035.25,790.4,-454.821,0,335.579,41.76335522,-1.355332127
6/5/2018,0,498.85,1181.628,0,1680.478,,0.703149937
6/6/2018,0,40405.521,3316.1172,-2E-05,31877.48018,,0.104026955
6/7/2018,0,0,0,0,0,,
6/8/2018,0,0,0,0,0,,
6/9/2018,0,0,0,0,0,,
6/10/2018,0,0,0,0,0,,
6/11/2018,0,0,0,0,0,,
6/12/2018,0,0,0,0,0,,
6/13/2018,0,0,0,0,0,,
6/14/2018,0,0,0,0,0,,
6/15/2018,0,0,0,0,0,,
6/16/2018,0,0,0,0,0,,
6/17/2018,0,0,0,0,0,,
6/18/2018,0,0,0,0,0,,
6/19/2018,0,0,0,0,0,,
6/20/2018,0,0,0,0,0,,
6/21/2018,0,0,0,0,0,,
6/22/2018,0,0,0,0,0,,
6/23/2018,0,0,0,0,0,,
6/24/2018,0,0,0,0,0,,
6/25/2018,0,0,0,0,0,,
6/26/2018,0,0,0,0,0,,
6/27/2018,0,0,0,0,0,,
6/28/2018,0,0,0,0,0,,
6/29/2018,0,0,0,0,0,,
6/30/2018,0,0,0,0,0,,
7/1/2018,0,0,0,0,0,,
7/2/2018,0,0,0,0,0,,
7/3/2018,0,0,0,0,0,,
7/4/2018,0,0,0,0,0,,
7/5/2018,0,0,0,0,0,,
7/6/2018,0,0,0,0,0,,
7/7/2018,0,0,0,0,0,,
7/8/2018,0,0,0,0,0,,
7/9/2018,0,0,0,0,0,,
7/10/2018,0,0,0,0,0,,
7/11/2018,0,0,0,0,0,,
7/12/2018,0,0,0,0,0,,
7/13/2018,0,0,0,0,0,,
7/14/2018,0,0,0,0,0,,
7/15/2018,0,0,0,0,0,,
7/16/2018,0,0,0,0,0,,
7/17/2018,0,0,0,0,0,,
7/18/2018,0,0,0,0,0,,
7/19/2018,0,0,0,0,0,,
7/20/2018,0,0,0,0,0,,
7/21/2018,0,0,0,0,0,,
7/22/2018,0,0,0,0,0,,
7/23/2018,0,0,0,0,0,,
7/24/2018,0,0,0,0,0,,
7/25/2018,0,0,0,0,0,,
7/26/2018,0,0,0,0,0,,
7/27/2018,0,0,0,0,0,,
7/28/2018,0,0,0,0,0,,
7/29/2018,0,0,0,0,0,,
7/30/2018,0,0,0,0,0,,
7/31/2018,0,0,0,0,0,,
8/1/2018,0,0,0,0,0,,
11/1/2018,0,0,0,0,0,,
11/2/2018,0,0,0,0,0,,
11/3/2018,0,0,0,0,0,,
11/4/2018,0,0,0,0,0,,
11/5/2018,0,0,0,0,0,,
11/6/2018,0,0,0,0,0,,
11/7/2018,0,0,0,0,0,,
11/8/2018,0,0,0,0,0,,
11/9/2018,0,0,0,0,0,,
11/10/2018,0,0,0,0,0,,
11/11/2018,0,0,0,0,0,,
11/12/2018,0,0,0,0,0,,
11/13/2018,0,0,0,0,0,,
11/14/2018,0,0,0,0,0,,
11/15/2018,0,0,0,0,0,,
11/16/2018,0,0,0,0,0,,
11/17/2018,0,0,0,0,0,,
11/18/2018,0,0,0,0,0,,
11/19/2018,0,0,0,0,0,,
11/20/2018,48920.87,0,126.61,0,0,0,
11/21/2018,55849.8,0,1761.494,0,1888.104,33.80681757,0.932943312
11/22/2018,98666.55,0,3988.572,0,3988.572,40.42476402,1
11/23/2018,94133.74,1072.25,5807.997,0,6880.247,73.09012688,0.844155304
11/24/2018,123258.25,117,7418.294,0,7535.294,61.13419589,0.984473068
11/25/2018,166368.39,169.5,10643.636,0,10813.136,64.99513519,0.984324621
11/26/2018,202356.52,244.5,16112.056,0,16356.556,80.83038787,0.985051865
11/27/2018,225138.9,1358.05,15216.984,0,16575.034,73.62136885,0.918066533
11/28/2018,258350.22,1727.05,19243.862,0,20970.912,81.17241781,0.917645451
11/29/2018,322980.65,1995.6,20208.096,0,22203.696,68.74621127,0.910123071
11/30/2018,368142.18,3203.31,26090.522,0,29293.832,79.57206099,0.890648994
12/1/2018,432116.715,3772.465,30827.957,161.6608,34762.0828,80.44604986,0.886827098
12/2/2018,490456.96,3999.35,33762.31,243.5993,38005.2593,77.48948919,0.888358891
12/3/2018,556474.2,4385.975,37209.617,253.0996,41848.6916,75.20329172,0.889146484
12/4/2018,662576.32,5311.35,49084.562,223.2796,54619.1916,82.43456633,0.898668775
12/5/2018,701379.45,5530.835,54486.437,245.9154,60263.1874,85.92094821,0.904141307
12/6/2018,782425.11,6151.425,57968.43,462.2277,64582.0827,82.5409127,0.897593072
12/7/2018,816493.81,6504.25,62495.851,604.3636,69604.4646,85.24800035,0.897871298
12/8/2018,788230.145,8315.225,62790.824,687.8457,71793.8947,91.0824017,0.87459838
12/9/2018,790194.93,8994.26,64077.576,522.2048,73594.0408,93.13403314,0.870689737
12/10/2018,884460.04,10430.93,66995.503,762.31575,78188.74875,88.40280534,0.856843268
12/11/2018,975800.5,11975.791,72749.781,1200.6977,85926.2697,88.05721016,0.846653547
12/12/2018,982925.085,14175.986,76453.436,808.59432,91438.01632,93.02643479,0.836123082
12/13/2018,1015568.36,13703.774,80548.784,867.82117,95120.37917,93.66221213,0.846808904
